time,sent,delivered,pdr_pct,packet_loss_prob,tree_only
4540.000000,88829,77452,87.1922,0.01,False
4545.000000,88829,77452,87.1922,0.01,False
4550.000000,88829,77452,87.1922,0.01,False
4555.000000,88829,77452,87.1922,0.01,False
4560.000000,88829,77452,87.1922,0.01,False
4565.000000,88829,77452,87.1922,0.01,False
4570.000000,88829,77452,87.1922,0.01,False
4575.000000,88829,77452,87.1922,0.01,False
4580.000000,88829,77452,87.1922,0.01,False
4585.000000,88829,77452,87.1922,0.01,False
4590.000000,88829,77452,87.1922,0.01,False
4595.000000,88829,77452,87.1922,0.01,False
4600.000000,88829,77452,87.1922,0.01,False
4605.000000,88829,77452,87.1922,0.01,False
4610.000000,88829,77452,87.1922,0.01,False
4615.000000,88829,77452,87.1922,0.01,False
4620.000000,88829,77452,87.1922,0.01,False
4625.000000,88829,77452,87.1922,0.01,False
4630.000000,88829,77452,87.1922,0.01,False
4635.000000,88829,77452,87.1922,0.01,False
4640.000000,88829,77452,87.1922,0.01,False
4645.000000,88829,77452,87.1922,0.01,False
4650.000000,88829,77452,87.1922,0.01,False
4655.000000,88829,77452,87.1922,0.01,False
4660.000000,88829,77452,87.1922,0.01,False
4665.000000,88829,77452,87.1922,0.01,False
4670.000000,88829,77452,87.1922,0.01,False
4675.000000,88829,77452,87.1922,0.01,False
4680.000000,88829,77452,87.1922,0.01,False
4685.000000,88829,77452,87.1922,0.01,False
4690.000000,88829,77452,87.1922,0.01,False
4695.000000,88829,77452,87.1922,0.01,False
4700.000000,88829,77452,87.1922,0.01,False
4705.000000,88829,77452,87.1922,0.01,False
4710.000000,88829,77452,87.1922,0.01,False
4715.000000,88829,77452,87.1922,0.01,False
4720.000000,88829,77452,87.1922,0.01,False
4725.000000,88829,77452,87.1922,0.01,False
4730.000000,88829,77452,87.1922,0.01,False
4735.000000,88829,77452,87.1922,0.01,False
4740.000000,88829,77452,87.1922,0.01,False
4745.000000,88829,77452,87.1922,0.01,False
4750.000000,88829,77452,87.1922,0.01,False
4755.000000,88829,77452,87.1922,0.01,False
4760.000000,88829,77452,87.1922,0.01,False
4765.000000,88829,77452,87.1922,0.01,False
4770.000000,88829,77452,87.1922,0.01,False
4775.000000,88829,77452,87.1922,0.01,False
4780.000000,88829,77452,87.1922,0.01,False
4785.000000,88829,77452,87.1922,0.01,False
4790.000000,88829,77452,87.1922,0.01,False
4795.000000,88829,77452,87.1922,0.01,False
4800.000000,88829,77452,87.1922,0.01,False
4805.000000,88829,77452,87.1922,0.01,False
4810.000000,88829,77452,87.1922,0.01,False
4815.000000,88829,77452,87.1922,0.01,False
4820.000000,88829,77452,87.1922,0.01,False
4825.000000,88829,77452,87.1922,0.01,False
4830.000000,88829,77452,87.1922,0.01,False
4835.000000,88829,77452,87.1922,0.01,False
4840.000000,88829,77452,87.1922,0.01,False
4845.000000,88829,77452,87.1922,0.01,False
4850.000000,88829,77452,87.1922,0.01,False
4855.000000,88829,77452,87.1922,0.01,False
4860.000000,88829,77452,87.1922,0.01,False
4865.000000,88829,77452,87.1922,0.01,False
4870.000000,88829,77452,87.1922,0.01,False
4875.000000,88829,77452,87.1922,0.01,False
4880.000000,88829,77452,87.1922,0.01,False
4885.000000,88829,77452,87.1922,0.01,False
4890.000000,88829,77452,87.1922,0.01,False
4895.000000,88829,77452,87.1922,0.01,False
4900.000000,88829,77452,87.1922,0.01,False
4905.000000,88829,77452,87.1922,0.01,False
4910.000000,88829,77452,87.1922,0.01,False
4915.000000,88829,77452,87.1922,0.01,False
4920.000000,88829,77452,87.1922,0.01,False
4925.000000,88829,77452,87.1922,0.01,False
4930.000000,88829,77452,87.1922,0.01,False
4935.000000,88829,77452,87.1922,0.01,False
4940.000000,88829,77452,87.1922,0.01,False
4945.000000,88829,77452,87.1922,0.01,False
4950.000000,88829,77452,87.1922,0.01,False
4955.000000,88829,77452,87.1922,0.01,False
4960.000000,88829,77452,87.1922,0.01,False
4965.000000,88829,77452,87.1922,0.01,False
4970.000000,88829,77452,87.1922,0.01,False
4975.000000,88829,77452,87.1922,0.01,False
4980.000000,88829,77452,87.1922,0.01,False
4985.000000,88829,77452,87.1922,0.01,False
4990.000000,88829,77452,87.1922,0.01,False
4995.000000,88829,77452,87.1922,0.01,False
